0,1
842.0428706907182,-563.0
1764.6593271428296,-849.0
1544.7337357428705,-838.0
1517.9974226653296,-825.0
1472.7460763318966,-824.0
1638.878237407987,-839.0
1166.7111559695218,-732.0
1143.9965702996742,-720.0
1703.901367658964,-844.0
1243.5201774676887,-764.0
1283.6135049327204,-767.0
1100.4884114686267,-709.0
1084.5821777523197,-701.0
851.0480694406216,-568.0
1122.623383719414,-714.0
1417.1770131731223,-805.0
866.4407579704728,-580.0
1651.6731873325862,-841.0
987.3956838482108,-658.0
959.7255500154578,-645.0
1227.4758532606988,-756.0
1427.91182275416,-817.0
1182.847474545009,-740.0
1401.6649462031423,-800.0
968.643852872296,-652.0
1298.4990829765086,-775.0
919.6063782269408,-619.0
944.3710324948541,-637.0
1038.51584298099,-670.0
909.2379666239204,-612.0
1002.880199882044,-664.0
1199.0998866900286,-744.0
932.9805317410594,-625.0
1351.2046632307238,-788.0
1309.789831161313,-780.0
1040.8833441501918,-680.0
889.5241197989695,-601.0
899.7339412840462,-606.0
1013.7180028020481,-669.0
1330.8368137280095,-783.0
1052.6943782912535,-683.0
1377.543979907012,-794.0
943.6097708018536,-630.0
1427.162633389044,-816.0
1065.9237068767218,-695.0
1054.0699112893938,-692.0
1378.853978262534,-795.0
1735.9061604678645,-847.0
1732.2196584458895,-846.0
879.679094615465,-595.0
